userID,original_caption,final_caption,trial_number,image_name,startImageTime,deltaImageTime,startEditTime,deltaEditTime,group,priming,trial_occurrence
20240314172051,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,A red off-road vehicle is stuck on its side on a rocky uneven path with a woman dressed with a yellow shirt and blue shorts looking some distance away while a man with a cap talks to the driver of the off-road vehicle. One of the vehicles tires is completely off the ground. In the distance past the woman there is a patch of dead grass going up a hill that makes up most of the background with a hint of the blue sky on the top right corner.,12,Image_9.png,2553.731,215.734,2567.276,173.399,effort,after,1
20240314182149,City pedestrians walk by a colorful street vendor cart on a busy day,"A man holding a woman's hand as they walk by a colorful puppet theatre cart, attached to a yellow bike, on a busy day",1,Image_5.png,0.004,148.782,28.615,99.775,effort,before,1
20240314182149,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,A man in a park talking to his phone with his dog besides him as the dog looks at the camera. The sky looks cloudy and a boy in a red shirt is playing basketball. There also seems to be a venue place at the background.,2,Image_10.png,148.786,128.560,181.265,92.229,effort,before,1
20240314182149,A young person is enjoying a sunny day outside on a scooter,"A young boy with a yellow shirt, gray shorts, and an orange helmet passing a bump on the road with his scooter on a sunny day.",3,Image_12.png,277.347,119.211,290.543,102.612,effort,before,1
20240314182149,"A group of individuals stands by an indoor water feature, engaging with the exhibit",A group of adults trying to prevent their children from enthusiastically entering a pool with three orange fish in it.,4,Image_2.png,396.569,125.327,436.864,76.214,effort,before,1
20240314182149,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man with glasses, a red jacket, and a cap siting outdoors on a bench surrounded by grass, preparing noodles in a pot.",5,Image_7.png,521.908,89.010,542.099,66.332,effort,before,1
20240314182149,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background",A young girl standing besides a light brown horse looking confused at a firepit with a man and a dark brown horse in the background.,6,Image_1.png,610.919,71.134,628.992,50.405,effort,before,1
20240314182149,Two athletes in a competitive chase for the ball during a soccer match,"A girl in a blue soccer shirt numbered 21 pushing a girl from the opposite team with a white shirt as she tries to get hold of the ball as two other girls, one from each team, approach them.",7,Image_13.png,699.235,113.399,715.200,93.462,effort,after,1
20240314182149,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,"A red off-road vehicle is perched on an uneven dirt path with one person inside as the driver and two people outside the car, one of them being a woman in a light green shirt.",8,Image_9.png,812.634,81.852,853.648,38.247,effort,after,1
20240314182149,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A traveler treks across a gentle snowy trail in a mountain trying to get the grasp of their equipment, taking in the serene winter landscape",9,Image_15.png,894.486,67.638,923.887,33.494,effort,after,1
20240314182149,Customers interact with a vendor at a dimly lit outdoor market,Three customers interacting with a street food vendor as a yellow car is passing in the background. The young girl seems happy and interested.,10,Image_6.png,962.133,66.406,981.825,43.205,effort,after,1
20240314182149,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree",A young man fishing besides a lake and a large tree. The water seems clear and it's reflecting the image of the trees in he background.,11,Image_3.png,1028.551,83.274,1039.822,69.751,effort,after,1
20240314182149,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,A man and a woman sitting on the bench overlooking the calm see and the city view as the sun sets in the horizon and a white boat is passing through their view.,12,Image_11.png,1111.825,73.893,1120.881,53.811,effort,after,1
20240314213151,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A lone figure dressed in obscure cloths and a dark hat stands beside a tranquil lake while fishing at dawn, under the shelter of a large tree which lies on a small hill filled with green pasture. In the background, there is a dusky wooded area",1,Image_3.png,0.004,189.530,29.502,154.165,effort,before,1
20240314213151,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man in a red jacket, white cargo pants, glasses and hat sits on a wooded grey bench along side with his trekking equipment. The man is cooking food in the outdoors on the bench while being surrounded by greenery",2,Image_7.png,189.534,162.328,211.439,138.374,effort,before,1
20240314213151,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young female individual wearing a black sweater stands in a grassy area in front of a wood fire, at the same time she is holding a rope which is attached to golden haired horse. In the background there is an older male looking in the open land watching the young female while  a horse stands behind him",3,Image_1.png,351.862,191.661,367.182,174.134,effort,before,1
20240314213151,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A numerous group of individuals walk in the background near an indoor water feature. Closer to the water feature, small kids are playing and observing the fishes in the water feature ",4,Image_2.png,543.524,130.234,556.399,115.285,effort,before,1
20240314213151,Customers interact with a vendor at a dimly lit outdoor market,"In the background, a yellow taxi is moving right to left.  Two customers, one male dark hair and beige shirt, and one female dark hair and white shirt interact with a female vendor at a dimly lit outdoor market",5,Image_6.png,673.758,106.806,684.448,81.700,effort,before,1
20240314213151,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,"A male with glasses sits next to a women on a bench gazing on a calm sea as the sun sets in the distance. In the background, a small ship is moving on the sea from left to right. Further in the background, the skyline of a city is shown",6,Image_11.png,780.573,107.652,785.741,97.959,effort,before,1
20240314213151,A young person is enjoying a sunny day outside on a scooter,"A young male children with an orange helmet, yellow shirt and white sneakers is enjoying a sunny day outside on a scooter on the streets of a neighborhood. Several houses and cars are observed in the background ",7,Image_12.png,902.232,91.561,910.591,80.420,effort,after,1
20240314213151,Two athletes in a competitive chase for the ball during a soccer match,"Two female soccer athletes are  competing for the ball possession on a green soccer field during a soccer match. One team has blue shirts and the other team has white shirts. In the background, two other female soccer athletes are watching ",8,Image_13.png,993.793,110.781,1004.991,95.908,effort,after,1
20240314213151,City pedestrians walk by a colorful street vendor cart on a busy day,"In a highly dense city street, several people are walking the streets. Some people are walking in front of a colorful street vendor cart on a busy day. In the background, there are two police vehicle ",9,Image_5.png,1104.584,115.048,1124.157,92.438,effort,after,1
20240314213151,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,A red off-road Cherokee Jeep vehicle with heavy suspensions and off road tires is perched on an uneven dirt rocky path with a small child spectating in the distance. In the background there is a dry grassy hill ,10,Image_9.png,1219.632,90.403,1234.271,74.036,effort,after,1
20240314213151,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,Numerous people enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. A male person with sunglasses is talking on the phone on a wooden bench while a dark dog sits alongside him. In the background there is a a big gazebo,11,Image_10.png,1310.035,103.685,1321.540,89.936,effort,after,1
20240314213151,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A traveler climbs a snowy vertical trail in a rocky environment filled with snow and a light forest. The traveler has climbing hooks in his hands, a helmet and backpack gear.",12,Image_15.png,1413.721,117.268,1426.046,92.517,effort,after,1
20240315171104,City pedestrians walk by a colorful street vendor cart on a busy day,Many city pedestrians walk by a colorful street vendor cart on a busy day. There is a man and a women walking by it closely. The traffic of the street is very busy.,1,Image_5.png,0.026,111.423,17.058,90.765,effort,before,1
20240315171104,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man wearing a glass in a red jacket and black hat and white jeans sits on a bench surrounded by greenery, preparing a meal outdoors. There is a red bottle on the bench. ",2,Image_7.png,111.449,117.742,125.262,93.776,effort,before,1
20240315171104,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young women wearing black T-shirt stands in a grassy area, holding a rope tied to a horse, with a small fire in the foreground and open land in the background. A man is watching at this women and there is a horse with the man too.",3,Image_1.png,229.207,126.214,248.976,103.841,effort,before,1
20240315171104,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,A man and a women sit on a bench overlooking a calm sea with a boat on it as the sun sets in the distance. There are several tall buildings can be seen in the distance.,4,Image_11.png,355.422,75.723,365.469,61.890,effort,before,1
20240315171104,Customers interact with a vendor at a dimly lit outdoor market,Customers interact with a vendor at a dimly lit outdoor market. The women customer is about to bring something from her pocket and the man customer is picking something. The vendor is a women. There is a taxi behind the customers.,5,Image_6.png,431.158,110.844,449.500,90.228,effort,before,1
20240315171104,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,"People enjoy a leisurely walk on a wide paved pathway in a park with benches and lush grass and some houses on a cloudy day. There are three people sitting in the benches, a women sit with a old man and a women sit in a separate bench.",6,Image_10.png,542.002,117.051,558.059,98.822,effort,before,1
20240315171104,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A group of individuals stands by an indoor water feature, engaging with the exhibit. There are some fish in the water. The children are very happy and their parents want to stop them from getting to close to the water.",7,Image_2.png,665.264,78.808,687.310,51.218,effort,after,1
20240315171104,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A man traveler with a bag on his backis climbing across a gentle snowy mountain in a quiet forest, taking in the serene winter landscape. There are two climbing sticks in the snow in front of the man.",8,Image_15.png,744.072,110.793,759.246,88.467,effort,after,1
20240315171104,A young person is enjoying a sunny day outside on a scooter,A young man in yellow T-shirt and wearing a orange hat and white shoes is enjoying a sunny day outside on a scooter. There are some white and grey houses and some cars in the background.,9,Image_12.png,854.879,168.581,861.453,155.044,effort,after,1
20240315171104,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,A big red off-road vehicle is perched on an uneven dirt path with a young women standing in the distance looking at it in a sunny day. There is a mountain with grass in the background.,10,Image_9.png,1023.474,122.655,1045.486,95.602,effort,after,1
20240315171104,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A lone figure is fishing beside a tranquil moggy lake at dawn, under the shelter of a large green tree. There are many trees on the other side of the lake.",11,Image_3.png,1146.143,107.265,1175.996,63.409,effort,after,1
20240315171104,Two athletes in a competitive chase for the ball during a soccer match,A young women in blue T-shirt is chasing a young women in white T-shirt with a football in a competitive soccer match. The women being chased is about to hit the grass ground. A women in blue T-shirt and a women in white T-shirt is walking towards them.,12,Image_13.png,1253.429,198.485,1274.369,163.827,effort,after,1
20240321132333,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young girl with blond hair is standing in a grassy field, next to a golden brown horse, holding its rope. There is a small fire in the foreground and the girl is looking at it. In the background there is a man standing next to a brown horse. Further back there is open land with a fence and then trees.",1,Image_1.png,0.016,298.440,30.895,237.188,effort,before,1
20240321132333,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,"A red off-road four wheeler vehicle is perched on an uneven dirt path in the middle of the day. There is a young girl wearing green shirt and and blue shorts, standing just above it on the dirt path and staring the vehicle. The background shows the barren and rocky dune with a glimpse of the blue sky on the right side.",2,Image_9.png,298.457,266.549,330.541,230.179,effort,before,1
20240321132333,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A group of children are gathered on the side of an indoor blue tiled pond. Among those kids, on the left is a young girl is sitting on the boundary wall of the pond, on the right side is another kid leaning on the boundary wall to look inside the pond, in the middle are a couple of kids with their mother. The pond contains three orange fishes. In the background is a green wall and a pathway where many people can be seen walking. In the foreground is a green plant with big leaves on the bottom left.",3,Image_2.png,565.007,339.379,584.733,304.231,effort,before,1
20240321132333,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,"The image shows a park with a curved paved pathway in the middle, and lush green grass on both sides of it. On its left some part of a fountain feature can be seen. On the right side of the pavement are some trees and some benches, with an old man sitting on the first bench along with his big gray dog. Some women can be seen enjoying a leisurely walk on the pathway. In the  background is a tiled canopy and a cloudy evening sky.",4,Image_10.png,904.386,274.222,938.653,236.981,effort,before,1
20240321132333,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man wearing a red jacket, black baseball cap and white shorts, is sitting on a white gray bench which is surrounded by greenery. On the other side of the bench is placed a metal container in which a man is  preparing a meal outdoors.",5,Image_7.png,1178.608,152.581,1209.470,118.023,effort,before,1
20240321132333,A young person is enjoying a sunny day outside on a scooter,"A young boy wearing a yellow shirt and orange helmet is riding his scooter, jumping from the road to the sidewalk, on a sunny day in the suburbs. The image is slightly tilted, with the gray road and sidewalk taking the bottom left triangle while the suburb houses and a clear blue sky taking up the other side.",6,Image_12.png,1331.189,245.474,1345.359,227.749,effort,before,1
20240321132333,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree",A large tree stands on the left side of the image on top of a small slope. At the bottom of that slope is sillhouete of a man looking at the lake in the back of the image. At the very back are trees on the other side of the lake and some sunlight peaking through the fog atmosphere at the dawn.,7,Image_3.png,1591.960,269.487,1608.308,244.711,effort,after,1
20240321132333,City pedestrians walk by a colorful street vendor cart on a busy day,"The center of the image features a tricycle with a very vibrant and colorful boxed structure build at its back that reads puppet theatre at the bottom. The cycle is parked on the sidewalk of a busy city where pedestrians can be seen walking and crossing the road behind the cycle. The backdrop shows the bottom of very tall buildings, with the afternoon sunlight on a few of them.",8,Image_5.png,1861.448,263.377,1874.181,247.903,effort,after,1
20240321132333,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A hiker wearing black gear climbs up a steep slope covered with snow using hooks in his hands to pierce through snow. The backdrop shows the snowy trail shining with sunlight, on the left are some plants and mountain rock. At the foreground are a couple of hiking sticks etched in snow. ",9,Image_15.png,2124.825,276.450,2148.735,249.615,effort,after,1
20240321132333,Two athletes in a competitive chase for the ball during a soccer match,"Two athletes are seen playing soccer on a sunny day in a field, one wearing a white and black gear tripping over the ball while the other one who is wearing a blue gear appears to be chasing the first player. In the background two players, one from each team appear to be walking towards front, while observing the sight. The background shows the fence for the field and dense trees behind it.",10,Image_13.png,2401.276,220.542,2411.167,206.275,effort,after,1
20240321132333,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,"A man and a woman siting on a bench with their backs facing the camera. overlooking a calm sea, with a yatch and the sillehuete of the city line, as the sun sets in the distance with a cloudy sky.",11,Image_11.png,2621.819,139.807,2635.936,120.660,effort,after,1
20240321132333,Customers interact with a vendor at a dimly lit outdoor market,"A man and a girl interact with a vendor standing on the other side of the cart at a dimly lit outdoor market, with a yellow cab behind them on the road.",12,Image_6.png,2761.627,115.505,2769.997,76.468,effort,after,1
20240314145233,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,"People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. The path leads to a gazebo. One person is wearing a red shirt playing with a red ball. Several people are on the park benches, a woman alone sitting alone with black pants. Closest is a man in a blue shirt sitting next to a grey dog.

",1,Image_10.png,0.005,187.266,11.552,171.424,default,before,1
20240314145233,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape",A traveler is climbing up a snowy trail towards the ski poles on a sunny day. The climber is using a red ice pick and cleats to make it up the trail. They are carrying their skis on their back with the rest of their equipment.,2,Image_15.png,187.272,230.277,193.322,221.015,default,before,1
20240314145233,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man in a red jacket sits on a wooden bench surrounded by nature, heating a meal with a gas camping stove. The surrounding plants are flowering.",3,Image_7.png,417.550,113.705,436.922,85.032,default,before,1
20240314145233,Two athletes in a competitive chase for the ball during a soccer match,"During a soccer match two players make a play on the ball. The player in white falling while dribbling the white ball with the blue player attempting to make a tackle from behind. The field is of okay condition surrounded by a track, teammates in the background are coming to support their teammates.",4,Image_13.png,531.269,244.853,537.001,236.087,default,before,1
20240314145233,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,"Two people sit on a bench overlooking the calm river as the sun sets over the city skyline on a partly cloudy day. The man, in black, and the woman, in blue, are watching a small vessel pass by.",5,Image_11.png,776.123,101.217,788.507,87.317,default,before,1
20240314145233,"A group of individuals stands by an indoor water feature, engaging with the exhibit","Adults are watching small children play with an indoor water feature, containing fish. One child is holding back a smaller child in red from entering the water feature. Several people are passing by without paying much attention.",6,Image_2.png,877.340,128.806,888.329,110.312,default,before,1
20240314145233,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,"On the side of a grassy hill stands a female in green watching, the red off-road vehicle cross gap between the rocks on a sunny day. All but one of the large, thick treaded tires are on the ground.",7,Image_9.png,1008.864,133.969,1038.123,102.486,default,after,1
20240314145233,A young person is enjoying a sunny day outside on a scooter,"On a bright sunny day, in a quiet mobile home complex, a young boy wearing brightly colored clothes is performing a trick on a scooter. The boy is wearing an orange helmet, yellow and blue shirt with sneaker containing a dash of red. In the background, are parked several trucks varying in size and color.",8,Image_12.png,1142.834,113.114,1146.481,107.248,default,after,1
20240314145233,City pedestrians walk by a colorful street vendor cart on a busy day,"During a busy, overcast day, pedestrians in an American city are making their way to their destinations. The man and the woman in the foreground of the photo pass by a colorful bike taxi named Puppet Theatre. The yellow bike carries this brightly colored cab. A couple police cars are parked on the street.",9,Image_5.png,1255.948,239.001,1261.433,231.527,default,after,1
20240314145233,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young girl in a black sweater, jeans, and boots stands in a field next to a blonde and brown horse in front of a small fire. In the background is an older man, a blue button down shirt and jeans next to another dark brown horse.",10,Image_1.png,1494.950,110.848,1500.715,102.775,default,after,1
20240314145233,Customers interact with a vendor at a dimly lit outdoor market,"In front of a passing taxi cab, customers order food from a street vendor during the evening. The vendor has a variety of dishes, spices, and sauces to choose from.",11,Image_6.png,1605.798,114.366,1611.853,107.044,default,after,1
20240314145233,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A fisherman is fishing beside a glass like lake as the sun rises over the landscape. It is a foggy morning, with no one around. A tree in the foreground provides shadow over the fisherman.",12,Image_3.png,1720.165,121.927,1723.146,108.504,default,after,1
20240314153816,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A lone figure stands beside a tranquil lake with a fishing stick at dawn, under the shelter of a large green tree on the grass with a forest in the background on the other side of the lake",1,Image_3.png,0.004,207.359,44.811,157.999,default,before,1
20240314153816,Two athletes in a competitive chase for the ball during a soccer match,"Two female athletes in a competitive chase for the ball during a soccer match, the one with the white shirt (on the right) has the ball while the one with the blue shirt (on the left) is chasing her and making her fall down, there are two other athletes in the background, one with white and the other with a blue shirt. They are all on a grass soccer field. There are trees in the background. A red corner flag is located on the left side of the picture",2,Image_13.png,240.794,247.890,243.018,240.609,default,before,2
20240314153816,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A group of families stands by an indoor water feature, one child is trying to go into the water while another child is holding him/her back. A female adult is trying to intervene. Other children and adults are standing by and watching. Some people are walking nearby, there is green wall in the background and three small gold fishes are observed in the water. A green plant is seen on the bottom left side of the picture. ",3,Image_2.png,488.695,247.888,520.579,212.454,default,before,1
20240314153816,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,A red off-road large vehicle is perched on an uneven dirt path with a girl in the distance and a the driver is inside the car. Another man is behind the car. They are outside and it is during the daytime as everywhere is bright. The car's shadow is small. ,4,Image_9.png,736.583,205.829,759.218,180.792,default,before,1
20240314153816,City pedestrians walk by a colorful street vendor cart on a busy day,pedestrians are crossing the street while their red light is on in a busy day in an industrial city. large buildings are in the background.  A colorful vendor cart is on the side of the street attached to a yellow bike. A man and a woman are closer to the camera and the vendor cart. Two police cars are stock behind the pedestrians passing the street.,5,Image_5.png,942.413,248.303,971.010,218.209,default,before,1
20240314153816,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young girl with a black Tshirt with the word Athletic written on it in red color. She stands in a grassy area, holding a rope connected to the face of a yellow horse, she is looking at a small fire pit in the foreground. there is open land in the background with another older man with a blue shirt standing next to a brown horse.  There are logs on the grass. and fences also in the background. There are bushes behind the field.",6,Image_1.png,1190.717,181.024,1204.819,165.286,default,before,1
20240314153816,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man in a red jacket and white shorts sits on a bench surrounded by greenery, preparing a soup like meal outdoors. He is wearing glasses and a cap. there is a silver bottle on the bench as well as another red bottle. there is small pink flower next to the bench",7,Image_7.png,1374.296,106.045,1390.714,87.423,default,after,1
20240314153816,A young person is enjoying a sunny day outside on a scooter,A young boy with a yellow T shirt and gray shorts is enjoying a sunny day outside on a scooter in the driveway. he is wearing helmets. There are town houses in the background with a blue sky. the picture is taken at a diagonal angle,8,Image_12.png,1480.341,70.085,1489.847,57.363,default,after,1
20240314153816,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A traveler with backpack is climbing a snowy trail in a quiet forest, taking in the serene snowy landscape. there is snow everywhere.  in front of him there are foot steps and also two sticks are located at the end of the foot steps",9,Image_15.png,1567.730,121.574,1583.234,104.535,default,after,2
20240314153816,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,A man and a woman sit on a bench overlooking a calm sea as the sun sets in the distance. there is small ferry in the middle of the sea and the buildings of a city are seen in the background across the sea,10,Image_11.png,1689.305,55.600,1694.755,47.582,default,after,1
20240314153816,Customers interact with a vendor at a dimly lit outdoor market,Two female and one male adult are standing around a food cart at a dimly lit outdoor market. a yellow taxi is passing by behind them there different types of foods and sauces on the cart,11,Image_6.png,1744.906,130.397,1759.859,113.575,default,after,1
20240314153816,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,A paved pathway in a park with benches and lush grass on a cloudy day. some people are seen walking in the background. a man with a dog is on one bench and another woman is sitting a further bench the green trees are behind the benches. a child is playing with a ball . town houses are seen far in the background,12,Image_10.png,1875.303,119.692,1888.500,95.813,default,after,1
20240319161334,City pedestrians walk by a colorful street vendor cart on a busy day,"A road with a lot of city pedestrians is shown, with many pedestrians, cars and buildings in the background. In the foreground, a pair of middle-aged man and a woman walk by a street vendor's cart with a surrealism painting on it",1,Image_5.png,14.820,131.568,27.407,116.186,default,before,2
20240319161334,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A group of children aged 5-9 are sitting by the pool, with teenagers and adults behind them. The shallow pool is in the foreground, with a blue floor and 3 golden fish in it and a plant to the lower left.",2,Image_2.png,146.388,141.875,168.725,116.499,default,before,2
20240319161334,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A mountain climber is climbing up towards the camera, on a snowy mountain face. The man has two red ice picks, and is judging his pick positioning. There are two ski poles above the climber near the camera, and footprints on the snow. The mountain slopes down in the distance to the right",3,Image_15.png,288.264,120.912,295.264,112.196,default,before,1
20240319161334,A young person is enjoying a sunny day outside on a scooter,"A boy of age around 11 is in mid-air with his scooter. He is wearing an ill-fitting orange helmet, in a suburban looking neighborhood on a bright sunny day. The image is tilted at an angle",4,Image_12.png,409.176,105.971,422.833,83.826,default,before,1
20240319161334,Two athletes in a competitive chase for the ball during a soccer match,"Two female soccer players are competing for the ball during a soccer match. The girl with a blue outfit is chasing the girl with the white shirt and black shorts, who currently has the ball and appears to be falling to the ground",5,Image_13.png,515.158,83.879,524.524,67.877,default,before,1
